room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
6959726,1430,76571,Entire home/apt,,San Francisco,,Mission,18,5.0,4,2.0,,275.0,,2017-07-10 21:03:04.346575,37.755669,-122.424201,0101000020E61000008D7BF31B269B5EC0EECC04C3B9E04240
6156195,1430,31936468,Entire home/apt,,San Francisco,,Castro/Upper Market,72,5.0,4,1.0,,249.0,,2017-07-10 21:03:03.506462,37.760771,-122.436207,0101000020E610000052D2C3D0EA9B5EC0635FB2F160E14240
2771128,1430,1833153,Entire home/apt,,San Francisco,,Noe Valley,94,5.0,2,0.0,,249.0,,2017-07-10 21:03:01.760966,37.750961,-122.431123,0101000020E61000006B63EC84979B5EC025C9737D1FE04240
18870923,1430,5494688,Entire home/apt,,San Francisco,,Mission,0,0.0,4,2.0,,249.0,,2017-07-10 21:03:01.755731,37.769691,-122.42255,0101000020E610000030BB270F0B9B5EC04583143C85E24240
16352294,1430,5400914,Entire home/apt,,San Francisco,,Mission,4,5.0,6,3.0,,208.0,,2017-07-10 21:03:01.753309,37.750405,-122.411079,0101000020E6100000A2444B1E4F9A5EC0A0E062450DE04240
3790877,1430,6275305,Entire home/apt,,San Francisco,,Potrero Hill,7,5.0,4,3.0,,230.0,,2017-07-10 21:02:57.142999,37.758477,-122.39525,0101000020E61000009EEFA7C64B995EC054E23AC615E14240
17879769,1430,1313191,Entire home/apt,,San Francisco,,Potrero Hill,0,0.0,6,3.0,,280.0,,2017-07-10 21:02:57.133284,37.760279,-122.398389,0101000020E6100000838593347F995EC0F46A80D250E14240
1935521,1430,10015159,Entire home/apt,,San Francisco,,Potrero Hill,11,5.0,5,2.0,,300.0,,2017-07-10 21:02:57.130607,37.761433,-122.397917,0101000020E61000007061DD7877995EC02E8CF4A276E14240
6898966,1430,36150866,Entire home/apt,,San Francisco,,Potrero Hill,20,5.0,4,2.0,,300.0,,2017-07-10 21:02:57.124002,37.762605,-122.390475,0101000020E6100000F5B9DA8AFD985EC00F62670A9DE14240
8964263,1430,34838609,Entire home/apt,,San Francisco,,Potrero Hill,1,0.0,5,2.0,,249.0,,2017-07-10 21:02:57.113527,37.758741,-122.395728,0101000020E61000002387889B53995EC03291D26C1EE14240
6181501,1430,32062839,Entire home/apt,,San Francisco,,South of Market,144,4.5,6,2.0,,299.0,,2017-07-10 21:02:55.299474,37.784902,-122.395429,0101000020E6100000F5B86FB54E995EC0524832AB77E44240
1084371,1430,5164758,Entire home/apt,,San Francisco,,Western Addition,50,4.0,6,2.0,,300.0,,2017-07-10 21:02:52.913660,37.775332,-122.430643,0101000020E61000001650A8A78F9B5EC069C537143EE34240
10156101,1430,47514427,Entire home/apt,,San Francisco,,Downtown/Civic Center,11,4.5,4,2.0,,215.0,,2017-07-10 21:02:50.373590,37.778861,-122.422093,0101000020E6100000B7B75B92039B5EC09F909DB7B1E34240
2614880,1430,13390778,Entire home/apt,,San Francisco,,Western Addition,0,0.0,4,2.0,,219.0,,2017-07-10 21:02:50.369415,37.772709,-122.432604,0101000020E61000009A07B0C8AF9B5EC09529E620E8E24240
9824007,1430,13312587,Entire home/apt,,San Francisco,,Western Addition,0,0.0,6,3.0,,250.0,,2017-07-10 21:02:50.365206,37.776235,-122.424653,0101000020E61000007EC9C6832D9B5EC05A8121AB5BE34240
1267906,1430,3427444,Entire home/apt,,San Francisco,,Downtown/Civic Center,14,4.5,3,0.0,,240.0,,2017-07-10 21:02:50.358988,37.787531,-122.413904,0101000020E6100000C0EB33677D9A5EC008CBD8D0CDE44240
2066868,1430,5637635,Entire home/apt,,San Francisco,,Haight Ashbury,0,0.0,4,2.0,,250.0,,2017-07-10 21:02:50.337418,37.773395,-122.445953,0101000020E610000066A3737E8A9C5EC0E9F17B9BFEE24240
10720392,1430,3227512,Entire home/apt,,San Francisco,,Haight Ashbury,1,0.0,6,2.0,,250.0,,2017-07-10 21:02:48.621106,37.770991,-122.44796,0101000020E6100000A27A6B60AB9C5EC0534145D5AFE24240
1180103,1430,6456352,Entire home/apt,,San Francisco,,Western Addition,5,4.5,6,3.0,,275.0,,2017-07-10 21:02:48.618405,37.775372,-122.43139,0101000020E61000009274CDE49B9B5EC0F71DC3633FE34240
8186958,1430,40702493,Entire home/apt,,San Francisco,,Haight Ashbury,0,0.0,4,2.0,,275.0,,2017-07-10 21:02:46.852064,37.774125,-122.43835,0101000020E6100000E78C28ED0D9C5EC00C022B8716E34240
2066449,1430,4375203,Entire home/apt,,San Francisco,,Western Addition,0,0.0,3,1.0,,300.0,,2017-07-10 21:02:46.839435,37.77641,-122.431263,0101000020E6100000643E20D0999B5EC0C824236761E34240
10686252,1430,1518257,Entire home/apt,,San Francisco,,Western Addition,0,0.0,4,1.0,,250.0,,2017-07-10 21:02:46.836805,37.77314,-122.431855,0101000020E61000004D672783A39B5EC05E9D6340F6E24240
2142197,1430,10932979,Entire home/apt,,San Francisco,,Western Addition,1,0.0,6,3.0,,245.0,,2017-07-10 21:02:46.829082,37.777845,-122.44518,0101000020E6100000543541D47D9C5EC0B62DCA6C90E34240
4477334,1430,112125,Entire home/apt,,San Francisco,,Mission,15,4.5,4,2.0,,220.0,,2017-07-10 21:02:46.819973,37.770305,-122.422354,0101000020E61000006D5512D9079B5EC0FF78AF5A99E24240
3442463,1430,7054805,Entire home/apt,,San Francisco,,Downtown/Civic Center,17,4.5,4,1.0,,239.0,,2017-07-10 21:02:45.930523,37.779455,-122.421102,0101000020E6100000EF91CD55F39A5EC012DA722EC5E34240
11868448,1430,5335319,Entire home/apt,,San Francisco,,Western Addition,9,5.0,4,2.0,,239.0,,2017-07-10 21:02:45.925986,37.7823,-122.440459,0101000020E6100000A60EF27A309C5EC095D4096822E44240
9493265,1430,5659153,Entire home/apt,,San Francisco,,Western Addition,0,0.0,7,2.0,,300.0,,2017-07-10 21:02:44.903101,37.77473,-122.427938,0101000020E6100000CDAD1056639B5EC0739D465A2AE34240
2412174,1430,12328146,Entire home/apt,,San Francisco,,Western Addition,48,4.0,5,2.0,,250.0,,2017-07-10 21:02:44.888840,37.784559,-122.445992,0101000020E6100000C59107228B9C5EC02864E76D6CE44240
10788131,1430,91024,Entire home/apt,,San Francisco,,Western Addition,0,0.0,4,3.0,,250.0,,2017-07-10 21:02:44.874561,37.778306,-122.437792,0101000020E6100000D49CBCC8049C5EC0EA23F0879FE34240
7719599,1430,20932299,Entire home/apt,,San Francisco,,Downtown/Civic Center,0,0.0,4,1.0,,299.0,,2017-07-10 21:02:44.869096,37.789263,-122.413069,0101000020E6100000737FF5B86F9A5EC0AF78EA9106E54240
4163022,1430,20892398,Entire home/apt,,San Francisco,,Western Addition,3,5.0,2,2.0,,299.0,,2017-07-10 21:02:43.288197,37.778685,-122.444621,0101000020E61000005987A3AB749C5EC0617138F3ABE34240
5298714,1430,14129680,Entire home/apt,,San Francisco,,Downtown/Civic Center,3,4.0,2,0.0,,300.0,,2017-07-10 21:02:43.283493,37.785113,-122.413047,0101000020E6100000802DAF5C6F9A5EC00D5531957EE44240
1467522,1430,953461,Entire home/apt,,San Francisco,,Western Addition,6,5.0,5,2.0,,237.0,,2017-07-10 21:02:43.281490,37.775192,-122.435897,0101000020E61000002BDB87BCE59B5EC0770FD07D39E34240
10770988,1430,12849960,Entire home/apt,,San Francisco,,Western Addition,0,0.0,4,0.0,,250.0,,2017-07-10 21:02:43.279444,37.789109,-122.425786,0101000020E61000000F46EC13409B5EC059FD118601E54240
2120072,1430,10810642,Entire home/apt,,San Francisco,,Western Addition,5,4.5,8,3.0,,300.0,,2017-07-10 21:02:43.277257,37.782138,-122.439157,0101000020E6100000CE33F6251B9C5EC0BC7A15191DE44240
7620686,1430,39970313,Entire home/apt,,San Francisco,,Western Addition,0,0.0,1,1.0,,300.0,,2017-07-10 21:02:43.271287,37.771925,-122.424093,0101000020E61000009A5DF756249B5EC07FFB3A70CEE24240
423063,1430,2103856,Entire home/apt,,San Francisco,,Western Addition,47,5.0,2,1.0,,249.0,,2017-07-10 21:02:43.262334,37.770442,-122.435987,0101000020E6100000CB9E0436E79B5EC080BBECD79DE24240
12853235,1430,15449058,Entire home/apt,,San Francisco,,Inner Richmond,4,5.0,4,2.0,,275.0,,2017-07-10 21:02:41.399610,37.779264,-122.449067,0101000020E61000009FAD8383BD9C5EC09E7939ECBEE34240
1489782,1430,3695323,Entire home/apt,,San Francisco,,Western Addition,37,4.5,4,2.0,,300.0,,2017-07-10 21:02:39.610600,37.777361,-122.4361,0101000020E61000004772F90FE99B5EC0CA17B49080E34240
5084563,1430,1034521,Entire home/apt,,San Francisco,,Western Addition,0,0.0,4,2.0,,225.0,,2017-07-10 21:02:39.604622,37.773085,-122.425172,0101000020E610000032CB9E04369B5EC09B030473F4E24240
3112708,1430,14840556,Entire home/apt,,San Francisco,,Western Addition,4,5.0,6,2.0,,225.0,,2017-07-10 21:02:37.492418,37.785265,-122.436164,0101000020E610000053EC681CEA9B5EC0C3D8429083E44240
8370959,1430,44119532,Entire home/apt,,San Francisco,,Western Addition,1,0.0,4,1.0,,250.0,,2017-07-10 21:02:37.478473,37.770595,-122.433679,0101000020E6100000917D9065C19B5EC006BB61DBA2E24240
10496900,1430,1305047,Entire home/apt,,San Francisco,,Western Addition,0,0.0,5,2.0,,220.0,,2017-07-10 21:02:35.592075,37.786026,-122.438019,0101000020E6100000B401D880089C5EC021E7FD7F9CE44240
10998711,1430,6456229,Entire home/apt,,San Francisco,,Inner Richmond,0,0.0,5,1.0,,300.0,,2017-07-10 21:02:35.589560,37.779489,-122.448722,0101000020E6100000BABF7ADCB79C5EC0BE4BA94BC6E34240
11775546,1430,26482762,Entire home/apt,,San Francisco,,Downtown/Civic Center,9,4.5,4,1.0,,210.0,,2017-07-10 21:02:35.584315,37.789301,-122.413044,0101000020E6100000C7F319506F9A5EC09DD9AED007E54240
10806185,1430,14868033,Entire home/apt,,San Francisco,,Western Addition,0,0.0,3,1.0,,300.0,,2017-07-10 21:02:35.582088,37.780063,-122.437328,0101000020E61000000168942EFD9B5EC0EAE8B81AD9E34240
16666165,1430,5160351,Entire home/apt,,San Francisco,,Western Addition,8,5.0,5,0.0,,250.0,,2017-07-10 21:02:35.574847,37.771645,-122.435293,0101000020E610000060CB2BD7DB9B5EC09B8F6B43C5E24240
15339049,1430,28407268,Entire home/apt,,San Francisco,,Haight Ashbury,23,5.0,4,1.0,,295.0,,2017-07-10 21:02:35.567032,37.771825,-122.439147,0101000020E6100000BDC804FC1A9C5EC01B9E5E29CBE24240
1309496,1430,7118153,Entire home/apt,,San Francisco,,Haight Ashbury,18,5.0,4,3.0,,260.0,,2017-07-10 21:02:33.871791,37.776006,-122.441163,0101000020E6100000234DBC033C9C5EC0F9BF232A54E34240
16544492,1430,108885674,Entire home/apt,,San Francisco,,Western Addition,7,4.5,5,2.0,,300.0,,2017-07-10 21:02:33.865766,37.786901,-122.442745,0101000020E6100000ECDD1FEF559C5EC04818062CB9E44240
10390390,1430,8217087,Entire home/apt,,San Francisco,,Western Addition,7,5.0,4,2.0,,275.0,,2017-07-10 21:02:33.857267,37.773541,-122.432912,0101000020E6100000F18288D4B49B5EC0BD8E386403E34240
18080108,1430,4680934,Entire home/apt,,San Francisco,,Haight Ashbury,0,0.0,4,1.0,,270.0,,2017-07-10 21:02:30.090222,37.772644,-122.448042,0101000020E6100000014F5AB8AC9C5EC0AEB9A3FFE5E24240
18463004,1430,99270779,Entire home/apt,,San Francisco,,Haight Ashbury,1,0.0,10,5.0,,299.0,,2017-07-10 21:02:26.589696,37.772063,-122.443255,0101000020E61000007632384A5E9C5EC0D0B9DBF5D2E24240
6402782,1430,12372064,Entire home/apt,,San Francisco,,Western Addition,61,5.0,4,2.0,,215.0,,2017-07-10 21:02:25.665328,37.777001,-122.44131,0101000020E610000075594C6C3E9C5EC0CAFACDC474E34240
4936887,1430,3442905,Entire home/apt,,San Francisco,,Western Addition,171,5.0,6,2.0,,278.0,,2017-07-10 21:02:24.778018,37.786593,-122.442224,0101000020E61000006760E4654D9C5EC09B215514AFE44240
13883766,1430,22267033,Entire home/apt,,San Francisco,,Downtown/Civic Center,2,0.0,4,0.0,,209.0,,2017-07-10 21:02:20.919556,37.788212,-122.410964,0101000020E610000056F5F23B4D9A5EC04A287D21E4E44240
4632383,1430,661691,Entire home/apt,,San Francisco,,Chinatown,9,4.5,2,0.0,,201.0,,2017-07-10 21:02:20.914234,37.790924,-122.406422,0101000020E6100000FF976BD1029A5EC08DCF64FF3CE54240
10551655,1430,54420476,Entire home/apt,,San Francisco,,South of Market,0,0.0,8,2.0,,295.0,,2017-07-10 21:02:19.401760,37.778669,-122.401153,0101000020E61000004EECA17DAC995EC05BB4006DABE34240
6836411,1430,22267033,Entire home/apt,,San Francisco,,Downtown/Civic Center,7,5.0,4,0.0,,209.0,,2017-07-10 21:02:19.391884,37.787447,-122.410587,0101000020E61000006B4AB20E479A5EC0AA2A3410CBE44240
11497800,1430,7054805,Entire home/apt,,San Francisco,,Downtown/Civic Center,1,0.0,4,1.0,,239.0,,2017-07-10 21:02:19.388772,37.788728,-122.413782,0101000020E61000001A6B7F677B9A5EC041B8020AF5E44240
13914906,1430,22267033,Entire home/apt,,San Francisco,,Downtown/Civic Center,3,5.0,4,0.0,,209.0,,2017-07-10 21:02:19.381218,37.788465,-122.4098,0101000020E6100000A779C7293A9A5EC03485CE6BECE44240
15054072,1430,22267033,Entire home/apt,,San Francisco,,Downtown/Civic Center,0,0.0,4,0.0,,209.0,,2017-07-10 21:02:19.371027,37.788699,-122.411332,0101000020E610000017F37343539A5EC0A7B1BD16F4E44240
18528711,1430,6789950,Entire home/apt,,San Francisco,,South of Market,0,0.0,4,2.0,,280.0,,2017-07-10 21:02:19.366740,37.778877,-122.405529,0101000020E61000001825E82FF4995EC0A54DD53DB2E34240
4236298,1430,21501318,Entire home/apt,,San Francisco,,Financial District,2,0.0,1,1.0,,282.0,,2017-07-10 21:02:15.915493,37.785944,-122.400128,0101000020E6100000B08D78B29B995EC0643E20D099E44240
5057179,1430,1708999,Entire home/apt,,San Francisco,,South of Market,0,0.0,2,1.0,,275.0,,2017-07-10 21:02:14.312164,37.770609,-122.417978,0101000020E6100000A41CCC26C09A5EC06B80D250A3E24240
15554000,1430,2101972,Entire home/apt,,San Francisco,,Downtown/Civic Center,9,4.5,6,2.0,,260.0,,2017-07-10 21:02:14.296275,37.775473,-122.419782,0101000020E6100000C45C52B5DD9A5EC02BF702B342E34240
7754018,1430,22267033,Entire home/apt,,San Francisco,,Downtown/Civic Center,4,5.0,4,0.0,,249.0,,2017-07-10 21:02:12.691262,37.787159,-122.410577,0101000020E610000059DFC0E4469A5EC044E048A0C1E44240
10986510,1430,3619142,Entire home/apt,,San Francisco,,South of Market,0,0.0,6,2.0,,250.0,,2017-07-10 21:02:12.688676,37.773116,-122.417006,0101000020E6100000170FEF39B09A5EC0D6011077F5E24240
10522495,1430,4380096,Entire home/apt,,San Francisco,,South of Market,3,4.5,6,1.0,,250.0,,2017-07-10 21:02:12.683623,37.771342,-122.413653,0101000020E61000001BB96E4A799A5EC0FF03AC55BBE24240
12363944,1430,65413047,Entire home/apt,,San Francisco,,Downtown/Civic Center,0,0.0,4,1.0,,300.0,,2017-07-10 21:02:12.676272,37.788352,-122.411901,0101000020E6100000240C03965C9A5EC03CDEE4B7E8E44240
7399805,1430,35477760,Entire home/apt,,San Francisco,,South of Market,9,4.5,4,1.0,,300.0,,2017-07-10 21:02:12.672122,37.777876,-122.403721,0101000020E610000057ED9A90D6995EC0F12BD67091E34240
4701489,1430,22267033,Entire home/apt,,San Francisco,,Downtown/Civic Center,25,5.0,4,0.0,,229.0,,2017-07-10 21:00:42.966661,37.787386,-122.409339,0101000020E61000008D7E349C329A5EC004AA7F10C9E44240
6466197,1430,123429,Entire home/apt,,San Francisco,,Mission,58,5.0,4,2.0,,210.0,,2017-07-10 21:00:42.963669,37.756952,-122.411652,0101000020E61000005055A181589A5EC026529ACDE3E04240
19695173,1430,138744209,Entire home/apt,,San Francisco,,South of Market,0,0.0,6,2.0,,289.0,,2017-07-10 21:00:42.010448,37.778106,-122.409926,0101000020E6100000EDF1423A3C9A5EC0236937FA98E34240
8283480,1430,42795732,Entire home/apt,,San Francisco,,Twin Peaks,4,5.0,2,1.0,,217.0,,2017-07-10 21:05:07.335936,37.755509,-122.443476,0101000020E6100000E62329E9619C5EC0B66AD784B4E04240
70185,1430,349322,Entire home/apt,,San Francisco,,Haight Ashbury,28,5.0,2,1.0,,210.0,,2017-07-10 21:05:07.331324,37.766295,-122.447444,0101000020E6100000A7B228ECA29C5EC04E0B5EF415E24240
6940228,1430,36391607,Entire home/apt,,San Francisco,,Noe Valley,0,0.0,3,1.0,,250.0,,2017-07-10 21:05:05.448419,37.750284,-122.429755,0101000020E6100000B8921D1B819B5EC0255B5D4E09E04240
15565383,1430,453718,Entire home/apt,,San Francisco,,Bernal Heights,1,0.0,4,0.0,,260.0,,2017-07-10 21:05:05.442529,37.743105,-122.42056,0101000020E61000005E807D74EA9A5EC03E3F8C101EDF4240
1391982,1430,750320,Entire home/apt,,San Francisco,,Mission,3,5.0,8,3.0,,210.0,,2017-07-10 21:05:05.434013,37.753981,-122.421712,0101000020E61000002B155454FD9A5EC017670C7382E04240
10807858,1430,3681332,Entire home/apt,,San Francisco,,Mission,0,0.0,3,1.0,,300.0,,2017-07-10 21:05:05.428221,37.749472,-122.418561,0101000020E6100000639813B4C99A5EC044A2D0B2EEDF4240
6896339,1430,15132850,Entire home/apt,,San Francisco,,Castro/Upper Market,7,5.0,2,1.0,,265.0,,2017-07-10 21:05:05.424270,37.757568,-122.426855,0101000020E61000009548A297519B5EC0813FFCFCF7E04240
9974744,1430,733751,Entire home/apt,,San Francisco,,Noe Valley,21,5.0,6,3.0,,245.0,,2017-07-10 21:05:03.513892,37.753702,-122.427595,0101000020E6100000B83B6BB75D9B5EC00377A04E79E04240
515260,1430,2537525,Entire home/apt,,San Francisco,,Noe Valley,2,0.0,5,2.0,,250.0,,2017-07-10 21:05:03.506163,37.743954,-122.432525,0101000020E6100000F46C567DAE9B5EC03CDD79E239DF4240
11970512,1430,63950832,Entire home/apt,,San Francisco,,Bernal Heights,3,5.0,6,3.0,,215.0,,2017-07-10 21:05:03.504030,37.743289,-122.422065,0101000020E610000052F2EA1C039B5EC0FF3C0D1824DF4240
658588,1430,3320853,Entire home/apt,,San Francisco,,Twin Peaks,164,5.0,6,2.0,,260.0,,2017-07-10 21:05:03.496618,37.756032,-122.446435,0101000020E61000008B321B64929C5EC05F5D15A8C5E04240
15027416,1430,1577584,Entire home/apt,,San Francisco,,Noe Valley,4,5.0,4,2.0,,295.0,,2017-07-10 21:05:03.491969,37.751519,-122.441972,0101000020E6100000DB6FED44499C5EC04CA94BC631E04240
4295657,1430,9350221,Entire home/apt,,San Francisco,,Mission,7,5.0,5,3.0,,300.0,,2017-07-10 21:05:03.469386,37.758863,-122.423116,0101000020E6100000849A2155149B5EC07D923B6C22E14240
7151287,1430,3186175,Entire home/apt,,San Francisco,,Mission,6,5.0,6,3.0,,210.0,,2017-07-10 21:05:01.186839,37.751099,-122.421503,0101000020E61000009E0AB8E7F99A5EC07787140324E04240
1011292,1430,5562662,Entire home/apt,,San Francisco,,Noe Valley,6,4.5,6,2.0,,205.0,,2017-07-10 21:05:01.182585,37.746836,-122.426972,0101000020E6100000B2135E82539B5EC0DCBC715298DF4240
16913314,1430,49437664,Entire home/apt,,San Francisco,,Noe Valley,1,0.0,4,2.0,,219.0,,2017-07-10 21:05:01.180017,37.745893,-122.431287,0101000020E6100000280CCA349A9B5EC05DA8FC6B79DF4240
5173185,1430,26755493,Entire home/apt,,San Francisco,,Castro/Upper Market,8,4.0,3,1.0,,204.0,,2017-07-10 21:05:00.323058,37.759402,-122.445381,0101000020E6100000A0504F1F819C5EC02D42B11534E14240
18704197,1430,7241833,Entire home/apt,,San Francisco,,Mission,0,0.0,6,3.0,,300.0,,2017-07-10 21:05:00.320714,37.759216,-122.417609,0101000020E6100000FA60191BBA9A5EC0CB4C69FD2DE14240
4463263,1430,18151037,Entire home/apt,,San Francisco,,Noe Valley,43,4.5,8,4.0,,300.0,,2017-07-10 21:05:00.299302,37.753752,-122.43709,0101000020E610000027DA5548F99B5EC0B5A50EF27AE04240
14619235,1430,5043788,Entire home/apt,,San Francisco,,Noe Valley,5,5.0,6,2.0,,290.0,,2017-07-10 21:05:00.291670,37.747885,-122.438661,0101000020E6100000F6419605139C5EC0A01518B2BADF4240
17721392,1430,5117637,Entire home/apt,,San Francisco,,Bernal Heights,0,0.0,4,2.0,,250.0,,2017-07-10 21:05:00.283305,37.7453,-122.421332,0101000020E610000088307E1AF79A5EC0BADA8AFD65DF4240
17624771,1430,119843344,Entire home/apt,,San Francisco,,Diamond Heights,17,5.0,6,3.0,,299.0,,2017-07-10 21:04:57.886200,37.743989,-122.439188,0101000020E6100000EC32FCA71B9C5EC0B8CA13083BDF4240
887516,1430,303169,Entire home/apt,,San Francisco,,Castro/Upper Market,15,5.0,4,2.0,,299.0,,2017-07-10 21:04:57.882111,37.758975,-122.441491,0101000020E61000009D9E7763419C5EC0A5BDC11726E14240
752607,1430,3958328,Entire home/apt,,San Francisco,,Mission,189,4.5,6,3.0,,250.0,,2017-07-10 21:04:57.873372,37.76411,-122.421587,0101000020E6100000CD5A0A48FB9A5EC0F645425BCEE14240
2967728,1430,15139543,Entire home/apt,,San Francisco,,Noe Valley,4,5.0,3,2.0,,224.0,,2017-07-10 21:04:56.204313,37.747268,-122.433609,0101000020E61000001590F63FC09B5EC075AC527AA6DF4240
18675661,1430,545058,Entire home/apt,,San Francisco,,Castro/Upper Market,1,0.0,4,2.0,,300.0,,2017-07-10 21:04:56.198208,37.760856,-122.436479,0101000020E610000003999D45EF9B5EC0917BBABA63E14240
15126863,1430,14766201,Entire home/apt,,San Francisco,,Diamond Heights,3,5.0,6,3.0,,225.0,,2017-07-10 21:04:56.185503,37.745312,-122.443438,0101000020E61000006FF3C649619C5EC07EA8346266DF4240
18529703,1430,23679441,Entire home/apt,,San Francisco,,Castro/Upper Market,0,0.0,8,2.0,,288.0,,2017-07-10 21:04:56.180414,37.756636,-122.42675,0101000020E61000005A643BDF4F9B5EC0F67CCD72D9E04240
1133445,1430,3914306,Entire home/apt,,San Francisco,,Noe Valley,44,5.0,4,2.0,,203.0,,2017-07-10 21:04:56.177395,37.748474,-122.436395,0101000020E6100000D4484BE5ED9B5EC002F4FBFECDDF4240
6514826,1430,27061527,Entire home/apt,,San Francisco,,Mission,36,5.0,5,2.0,,250.0,,2017-07-10 21:04:56.169344,37.762828,-122.42547,0101000020E610000077DB85E63A9B5EC08E3C1059A4E14240
18959033,1430,132206145,Entire home/apt,,San Francisco,,Noe Valley,0,0.0,5,2.0,,299.0,,2017-07-10 21:04:55.358558,37.746069,-122.43284,0101000020E6100000A4198BA6B39B5EC09BC761307FDF4240
6262273,1430,29823961,Entire home/apt,,San Francisco,,Bernal Heights,2,0.0,7,3.0,,295.0,,2017-07-10 21:04:55.350513,37.742171,-122.422765,0101000020E61000002E39EE940E9B5EC012859675FFDE4240
4874052,1430,7466708,Entire home/apt,,San Francisco,,Noe Valley,20,5.0,6,2.0,,275.0,,2017-07-10 21:04:55.346473,37.75078,-122.439515,0101000020E61000007EC68503219C5EC0D53E1D8F19E04240
586715,1430,2892294,Entire home/apt,,San Francisco,,Bernal Heights,38,5.0,2,2.0,,205.0,,2017-07-10 21:04:55.337099,37.743269,-122.41727,0101000020E610000086E63A8DB49A5EC0B890477023DF4240
6764924,1430,35415458,Entire home/apt,,San Francisco,,Noe Valley,7,4.5,5,3.0,,225.0,,2017-07-10 21:04:55.327263,37.742437,-122.424268,0101000020E6100000512FF834279B5EC0912BF52C08DF4240
12343600,1430,41281690,Entire home/apt,,San Francisco,,Bernal Heights,5,4.5,6,3.0,,225.0,,2017-07-10 21:04:54.088589,37.743409,-122.413175,0101000020E610000096218E75719A5EC0AA46AF0628DF4240
11035172,1430,57266415,Entire home/apt,,San Francisco,,Noe Valley,0,0.0,5,3.0,,295.0,,2017-07-10 21:04:54.073257,37.74797,-122.435472,0101000020E6100000B894F3C5DE9B5EC0CF31207BBDDF4240
2948159,1430,4020174,Entire home/apt,,San Francisco,,Diamond Heights,26,5.0,3,2.0,,239.0,,2017-07-10 21:04:54.062182,37.743014,-122.441876,0101000020E6100000C93846B2479C5EC02E3C2F151BDF4240
728884,1430,3729230,Entire home/apt,,San Francisco,,Noe Valley,57,5.0,7,2.0,,298.0,,2017-07-10 21:04:52.260240,37.753054,-122.434649,0101000020E61000004D0F0A4AD19B5EC09D0FCF1264E04240
10578137,1430,1097396,Entire home/apt,,San Francisco,,Noe Valley,5,5.0,5,2.0,,275.0,,2017-07-10 21:04:52.255363,37.752821,-122.438,0101000020E610000079E92631089C5EC0FA5E43705CE04240
7369846,1430,16347616,Entire home/apt,,San Francisco,,Noe Valley,61,4.5,5,2.0,,273.0,,2017-07-10 21:04:52.253234,37.751927,-122.436564,0101000020E61000001AA721AAF09B5EC05DFDD8243FE04240
9813708,1430,1013090,Entire home/apt,,San Francisco,,Mission,1,0.0,2,1.0,,250.0,,2017-07-10 21:04:50.316017,37.76065,-122.425099,0101000020E6100000FDA36FD2349B5EC0E8D9ACFA5CE14240
11501188,1430,23002188,Entire home/apt,,San Francisco,,Mission,8,5.0,2,1.0,,250.0,,2017-07-10 21:04:50.303613,37.749376,-122.42133,0101000020E6100000B7B41A12F79A5EC02234828DEBDF4240
13153289,1430,2259758,Entire home/apt,,San Francisco,,Noe Valley,3,5.0,4,2.0,,275.0,,2017-07-10 21:04:50.300561,37.756423,-122.439455,0101000020E61000001344DD07209C5EC09A780778D2E04240
1815551,1430,9509470,Entire home/apt,,San Francisco,,Noe Valley,158,5.0,2,1.0,,250.0,,2017-07-10 21:04:47.091113,37.750449,-122.427853,0101000020E6100000B69F8CF1619B5EC070287CB60EE04240
8005452,1430,42265555,Entire home/apt,,San Francisco,,Noe Valley,30,5.0,6,2.0,,285.0,,2017-07-10 21:04:45.248590,37.751139,-122.432326,0101000020E610000079CDAB3AAB9B5EC005E09F5225E04240
591524,1430,2919481,Entire home/apt,,San Francisco,,Bernal Heights,0,0.0,2,1.0,,225.0,,2017-07-10 21:04:42.719500,37.746627,-122.416963,0101000020E610000017299485AF9A5EC0C1A7397991DF4240
943851,1430,736969,Entire home/apt,,San Francisco,,Mission,6,5.0,3,2.0,,207.0,,2017-07-10 21:04:42.717176,37.757084,-122.408012,0101000020E610000009185DDE1C9A5EC09529E620E8E04240
11303984,1430,59089279,Entire home/apt,,San Francisco,,Mission,2,0.0,4,2.0,,253.0,,2017-07-10 21:04:42.706834,37.761598,-122.416583,0101000020E61000007444BE4BA99A5EC07959130B7CE14240
948066,1430,2880747,Entire home/apt,,San Francisco,,Potrero Hill,45,4.5,2,1.0,,210.0,,2017-07-10 21:04:42.700797,37.76244,-122.403751,0101000020E61000008C2E6F0ED7995EC0C49448A297E14240
10946978,1430,15200709,Entire home/apt,,San Francisco,,Mission,10,5.0,4,1.0,,300.0,,2017-07-10 21:04:40.689700,37.757832,-122.413678,0101000020E6100000C8444AB3799A5EC05FEE93A300E14240
7055126,1430,24949211,Entire home/apt,,San Francisco,,Potrero Hill,89,5.0,5,1.0,,225.0,,2017-07-10 21:00:41.986463,37.759566,-122.394707,0101000020E6100000252026E142995EC0A7936C7539E14240
13331968,1430,236762,Entire home/apt,,San Francisco,,Potrero Hill,40,5.0,5,2.0,,247.0,,2017-07-10 21:00:41.072749,37.761106,-122.397365,0101000020E6100000CDE49B6D6E995EC00A65E1EB6BE14240
